XC,YC,ZC,Primary,Secondary
30.5,37.5,0.5,1.98,4.67
31.5,37.5,0.5,4.01,3.08
32.5,37.5,0.5,3.21,2.75
33.5,37.5,0.5,2.45,2.24
34.5,37.5,0.5,1.97,2.27
35.5,37.5,0.5,4.88,2.15
36.5,37.5,0.5,4.42,2.14
37.5,37.5,0.5,6.22,2.13
38.5,37.5,0.5,9.08,1.68
39.5,37.5,0.5,1.66,1.35
40.5,37.5,0.5,1.06,1.15
41.5,37.5,0.5,0.89,0.84
42.5,37.5,0.5,0.15,0.67
43.5,37.5,0.5,0.18,0.69
44.5,37.5,0.5,0.62,0.68
45.5,37.5,0.5,0.56,0.82
46.5,37.5,0.5,0.59,0.99
47.5,37.5,0.5,3.62,1.16
48.5,37.5,0.5,2.21,1.26
49.5,37.5,0.5,4.77,1.53
0.5,38.5,0.5,0.61,0.88
1.5,38.5,0.5,0.7,0.74
2.5,38.5,0.5,0.28,0.63
3.5,38.5,0.5,0.34,0.51
4.5,38.5,0.5,0.12,0.36
5.5,38.5,0.5,0.24,0.2
6.5,38.5,0.5,0.26,0.19
7.5,38.5,0.5,0.1,0.26
8.5,38.5,0.5,0.43,0.37
9.5,38.5,0.5,0.53,0.47
10.5,38.5,0.5,0.24,0.86
11.5,38.5,0.5,0.26,1.25
12.5,38.5,0.5,0.46,1.45
13.5,38.5,0.5,1.18,1.67
14.5,38.5,0.5,0.48,2.04
15.5,38.5,0.5,2.07,2.59
16.5,38.5,0.5,1.95,2.44
17.5,38.5,0.5,12.17,2.41
18.5,38.5,0.5,1.64,2.35
19.5,38.5,0.5,2.15,2.3
20.5,38.5,0.5,1.68,1.63
21.5,38.5,0.5,1.68,1.74
22.5,38.5,0.5,2.06,1.85
23.5,38.5,0.5,1.24,2.34
24.5,38.5,0.5,2.15,2.8
25.5,38.5,0.5,2.17,3.48
26.5,38.5,0.5,3.56,5.43
27.5,38.5,0.5,2.33,5.97
28.5,38.5,0.5,7.73,6.48
29.5,38.5,0.5,7.85,6.14
30.5,38.5,0.5,3.89,5.63
31.5,38.5,0.5,7.96,3.81
32.5,38.5,0.5,4.22,3.22
33.5,38.5,0.5,1.43,2.23
34.5,38.5,0.5,1.79,2.03
35.5,38.5,0.5,0.93,1.67
36.5,38.5,0.5,3.2,1.49
37.5,38.5,0.5,6.17,1.37
38.5,38.5,0.5,2.56,1.15
39.5,38.5,0.5,3.51,0.87
40.5,38.5,0.5,1.5,0.78
41.5,38.5,0.5,0.32,0.58
42.5,38.5,0.5,0.22,0.48
43.5,38.5,0.5,0.29,0.51
44.5,38.5,0.5,0.27,0.51
45.5,38.5,0.5,0.09,0.62
46.5,38.5,0.5,0.48,0.74
47.5,38.5,0.5,0.81,0.86
48.5,38.5,0.5,1.01,0.91
49.5,38.5,0.5,1.32,1.12
0.5,39.5,0.5,1.48,0.92
1.5,39.5,0.5,0.92,0.81
2.5,39.5,0.5,2.07,0.71
3.5,39.5,0.5,0.75,0.6
4.5,39.5,0.5,0.22,0.43
5.5,39.5,0.5,0.53,0.3
6.5,39.5,0.5,0.19,0.26
7.5,39.5,0.5,0.18,0.29
8.5,39.5,0.5,0.1,0.36
9.5,39.5,0.5,0.2,0.41
10.5,39.5,0.5,0.08,0.69
11.5,39.5,0.5,0.19,1.02
12.5,39.5,0.5,0.26,1.26
13.5,39.5,0.5,0.99,1.53
14.5,39.5,0.5,0.48,2.03
15.5,39.5,0.5,1.31,2.6
16.5,39.5,0.5,1.55,2.59
17.5,39.5,0.5,1.95,2.56
18.5,39.5,0.5,1.98,2.56
19.5,39.5,0.5,2.51,2.33
20.5,39.5,0.5,0.57,1.65
21.5,39.5,0.5,1.89,1.58
22.5,39.5,0.5,0.86,1.5
23.5,39.5,0.5,0.37,1.88
24.5,39.5,0.5,1.32,2.22
25.5,39.5,0.5,3.16,2.99
26.5,39.5,0.5,2.55,5.09
27.5,39.5,0.5,6.55,7.3
28.5,39.5,0.5,46.53,8.53
29.5,39.5,0.5,7.98,8.61
30.5,39.5,0.5,18.98,8.2
31.5,39.5,0.5,2.7,6.27
32.5,39.5,0.5,3.84,4.18
33.5,39.5,0.5,2.89,2.31
34.5,39.5,0.5,4.41,1.81
35.5,39.5,0.5,1.67,1.29
36.5,39.5,0.5,1.07,1.02
37.5,39.5,0.5,0.55,0.83
38.5,39.5,0.5,0.53,0.8
39.5,39.5,0.5,0.86,0.58
40.5,39.5,0.5,0.37,0.54
41.5,39.5,0.5,0.85,0.38
42.5,39.5,0.5,0.3,0.32
43.5,39.5,0.5,0.24,0.33
44.5,39.5,0.5,0.51,0.35
45.5,39.5,0.5,0.5,0.43
46.5,39.5,0.5,0.43,0.59
47.5,39.5,0.5,0.65,0.7
48.5,39.5,0.5,0.83,0.75
49.5,39.5,0.5,0.95,0.9
0.5,40.5,0.5,1.03,1.54
1.5,40.5,0.5,1.63,1.33
2.5,40.5,0.5,1.52,1.17
3.5,40.5,0.5,0.77,0.8
4.5,40.5,0.5,0.78,0.56
5.5,40.5,0.5,0.49,0.42
6.5,40.5,0.5,0.1,0.33
7.5,40.5,0.5,0.2,0.27
8.5,40.5,0.5,0.1,0.28
9.5,40.5,0.5,0.13,0.3
10.5,40.5,0.5,0.11,0.54
11.5,40.5,0.5,0.24,0.82
12.5,40.5,0.5,0.46,1.14
13.5,40.5,0.5,0.55,1.45
14.5,40.5,0.5,0.75,2.0
15.5,40.5,0.5,6.3,2.5
16.5,40.5,0.5,3.1,2.71
17.5,40.5,0.5,5.11,2.65
18.5,40.5,0.5,5.45,2.65
19.5,40.5,0.5,0.7,2.36
20.5,40.5,0.5,1.98,1.76
21.5,40.5,0.5,0.7,1.47
22.5,40.5,0.5,1.52,1.31
23.5,40.5,0.5,1.35,1.52
24.5,40.5,0.5,0.44,1.78
25.5,40.5,0.5,4.32,2.54
26.5,40.5,0.5,3.4,4.81
27.5,40.5,0.5,11.27,7.62
28.5,40.5,0.5,43.5,9.16
29.5,40.5,0.5,10.8,9.54
30.5,40.5,0.5,11.08,9.31
31.5,40.5,0.5,6.21,7.29
32.5,40.5,0.5,5.62,4.65
33.5,40.5,0.5,6.39,2.63
34.5,40.5,0.5,3.3,1.79
35.5,40.5,0.5,1.02,1.1
36.5,40.5,0.5,0.22,0.78
37.5,40.5,0.5,0.61,0.52
38.5,40.5,0.5,0.85,0.53
39.5,40.5,0.5,0.29,0.45
40.5,40.5,0.5,0.16,0.46
41.5,40.5,0.5,0.72,0.36
42.5,40.5,0.5,0.43,0.38
43.5,40.5,0.5,0.14,0.38
44.5,40.5,0.5,0.4,0.39
45.5,40.5,0.5,1.96,0.47
46.5,40.5,0.5,0.24,0.58
47.5,40.5,0.5,1.31,0.67
48.5,40.5,0.5,1.28,0.74
49.5,40.5,0.5,1.74,0.89
0.5,41.5,0.5,2.33,1.98
1.5,41.5,0.5,4.39,1.7
2.5,41.5,0.5,3.57,1.5
3.5,41.5,0.5,3.11,1.03
4.5,41.5,0.5,1.81,0.71
5.5,41.5,0.5,0.52,0.54
6.5,41.5,0.5,0.67,0.43
7.5,41.5,0.5,0.39,0.36
8.5,41.5,0.5,0.45,0.34
9.5,41.5,0.5,0.32,0.32
10.5,41.5,0.5,0.12,0.36
11.5,41.5,0.5,0.24,0.48
12.5,41.5,0.5,0.12,0.74
13.5,41.5,0.5,0.53,1.04
14.5,41.5,0.5,1.37,1.56
15.5,41.5,0.5,19.39,1.91
16.5,41.5,0.5,7.78,2.5
17.5,41.5,0.5,19.44,2.56
18.5,41.5,0.5,10.13,2.53
19.5,41.5,0.5,1.27,2.17
20.5,41.5,0.5,1.09,1.93
21.5,41.5,0.5,3.37,1.39
22.5,41.5,0.5,1.03,1.18
23.5,41.5,0.5,1.17,1.33
24.5,41.5,0.5,1.38,1.63
25.5,41.5,0.5,1.0,2.39
26.5,41.5,0.5,2.35,4.6
27.5,41.5,0.5,6.47,7.7
28.5,41.5,0.5,42.47,9.38
29.5,41.5,0.5,58.32,10.26
30.5,41.5,0.5,17.19,10.1
31.5,41.5,0.5,22.75,8.21
32.5,41.5,0.5,8.21,5.25
33.5,41.5,0.5,2.69,3.21
34.5,41.5,0.5,1.88,1.88
35.5,41.5,0.5,0.6,1.09
36.5,41.5,0.5,0.44,0.65
37.5,41.5,0.5,0.34,0.43
38.5,41.5,0.5,0.63,0.44
39.5,41.5,0.5,0.3,0.45
40.5,41.5,0.5,0.64,0.52
41.5,41.5,0.5,0.63,0.5
42.5,41.5,0.5,0.46,0.66
43.5,41.5,0.5,0.26,0.65
44.5,41.5,0.5,0.45,0.66
45.5,41.5,0.5,1.06,0.7
46.5,41.5,0.5,0.47,0.82
47.5,41.5,0.5,0.46,0.97
48.5,41.5,0.5,2.61,1.1
49.5,41.5,0.5,9.77,1.32
0.5,42.5,0.5,9.03,2.32
1.5,42.5,0.5,14.72,2.05
2.5,42.5,0.5,3.91,1.88
3.5,42.5,0.5,2.35,1.33
4.5,42.5,0.5,2.3,1.01
5.5,42.5,0.5,0.28,0.87
6.5,42.5,0.5,0.81,0.7
7.5,42.5,0.5,0.18,0.52
8.5,42.5,0.5,0.39,0.45
9.5,42.5,0.5,0.37,0.37
10.5,42.5,0.5,0.2,0.29
11.5,42.5,0.5,0.27,0.31
12.5,42.5,0.5,0.11,0.53
13.5,42.5,0.5,0.44,0.85
14.5,42.5,0.5,1.04,1.35
15.5,42.5,0.5,3.66,1.65
16.5,42.5,0.5,2.76,2.36
17.5,42.5,0.5,6.73,2.46
18.5,42.5,0.5,7.63,2.49
19.5,42.5,0.5,5.15,2.19
20.5,42.5,0.5,1.59,2.05
21.5,42.5,0.5,2.55,1.48
22.5,42.5,0.5,2.56,1.29
23.5,42.5,0.5,6.68,1.25
24.5,42.5,0.5,2.57,1.47
25.5,42.5,0.5,1.18,1.87
26.5,42.5,0.5,1.07,3.14
27.5,42.5,0.5,2.72,6.18
28.5,42.5,0.5,2.76,7.66
29.5,42.5,0.5,13.37,8.96
30.5,42.5,0.5,21.08,10.26
31.5,42.5,0.5,21.57,9.53
32.5,42.5,0.5,3.46,6.65
33.5,42.5,0.5,3.15,4.94
34.5,42.5,0.5,2.2,3.28
35.5,42.5,0.5,0.6,1.41
36.5,42.5,0.5,0.37,0.75
37.5,42.5,0.5,0.3,0.55
38.5,42.5,0.5,1.39,0.62
39.5,42.5,0.5,0.46,0.71
40.5,42.5,0.5,2.91,0.86
41.5,42.5,0.5,0.77,0.88
42.5,42.5,0.5,0.64,1.05
43.5,42.5,0.5,0.51,1.03
44.5,42.5,0.5,1.08,1.04
45.5,42.5,0.5,1.04,1.03
46.5,42.5,0.5,0.83,1.2
47.5,42.5,0.5,3.27,1.33
48.5,42.5,0.5,3.56,1.47
49.5,42.5,0.5,4.62,1.66
0.5,43.5,0.5,2.41,2.39
1.5,43.5,0.5,8.97,2.22
2.5,43.5,0.5,2.08,2.09
3.5,43.5,0.5,1.77,1.47
4.5,43.5,0.5,3.99,1.15
5.5,43.5,0.5,0.69,1.09
6.5,43.5,0.5,0.69,0.89
7.5,43.5,0.5,1.06,0.63
8.5,43.5,0.5,2.41,0.5
9.5,43.5,0.5,0.19,0.4
10.5,43.5,0.5,0.06,0.31
11.5,43.5,0.5,0.07,0.26
12.5,43.5,0.5,0.07,0.49
13.5,43.5,0.5,0.27,0.75
14.5,43.5,0.5,0.51,1.21
15.5,43.5,0.5,1.87,1.46
16.5,43.5,0.5,1.38,2.17
17.5,43.5,0.5,2.16,2.31
18.5,43.5,0.5,5.4,2.38
19.5,43.5,0.5,8.01,2.22
20.5,43.5,0.5,0.82,2.15
21.5,43.5,0.5,2.35,1.57
22.5,43.5,0.5,1.98,1.37
23.5,43.5,0.5,5.75,1.22
24.5,43.5,0.5,3.96,1.1
25.5,43.5,0.5,2.21,1.44
26.5,43.5,0.5,1.16,2.32
27.5,43.5,0.5,2.58,5.15
28.5,43.5,0.5,5.54,6.66
29.5,43.5,0.5,5.46,8.19
30.5,43.5,0.5,42.96,9.55
31.5,43.5,0.5,5.39,9.28
32.5,43.5,0.5,2.68,6.7
33.5,43.5,0.5,2.35,5.11
34.5,43.5,0.5,1.32,3.67
35.5,43.5,0.5,0.73,1.9
36.5,43.5,0.5,0.18,1.6
37.5,43.5,0.5,0.29,1.46
38.5,43.5,0.5,1.23,1.52
39.5,43.5,0.5,1.37,1.45
40.5,43.5,0.5,2.1,1.62
41.5,43.5,0.5,1.83,1.26
42.5,43.5,0.5,2.41,1.31
43.5,43.5,0.5,1.48,1.43
44.5,43.5,0.5,3.46,1.49
45.5,43.5,0.5,2.19,1.56
46.5,43.5,0.5,2.74,2.0
47.5,43.5,0.5,2.17,2.17
48.5,43.5,0.5,4.32,2.32
49.5,43.5,0.5,10.6,2.63
0.5,44.5,0.5,1.54,2.62
1.5,44.5,0.5,4.09,2.42
2.5,44.5,0.5,1.12,2.31
3.5,44.5,0.5,0.89,1.67
4.5,44.5,0.5,1.38,1.35
5.5,44.5,0.5,1.33,1.23
6.5,44.5,0.5,1.16,1.06
7.5,44.5,0.5,0.56,0.75
8.5,44.5,0.5,0.62,0.61
9.5,44.5,0.5,0.13,0.52
10.5,44.5,0.5,0.03,0.36
11.5,44.5,0.5,0.05,0.25
12.5,44.5,0.5,0.07,0.41
13.5,44.5,0.5,0.18,0.6
14.5,44.5,0.5,0.62,0.9
15.5,44.5,0.5,0.35,1.14
16.5,44.5,0.5,0.79,1.74
17.5,44.5,0.5,2.96,1.89
18.5,44.5,0.5,3.13,1.92
19.5,44.5,0.5,1.65,1.89
20.5,44.5,0.5,1.79,1.83
21.5,44.5,0.5,0.95,1.37
22.5,44.5,0.5,1.67,1.24
23.5,44.5,0.5,1.52,1.2
24.5,44.5,0.5,3.43,1.07
25.5,44.5,0.5,1.82,1.26
26.5,44.5,0.5,1.41,2.0
27.5,44.5,0.5,1.21,3.3
28.5,44.5,0.5,5.05,5.18
29.5,44.5,0.5,6.85,7.03
30.5,44.5,0.5,20.24,8.91
31.5,44.5,0.5,5.38,9.09
32.5,44.5,0.5,6.65,8.1
33.5,44.5,0.5,4.15,6.33
34.5,44.5,0.5,1.41,4.83
35.5,44.5,0.5,1.38,3.25
36.5,44.5,0.5,0.64,2.8
37.5,44.5,0.5,0.38,2.79
38.5,44.5,0.5,2.54,2.69
39.5,44.5,0.5,3.52,2.42
40.5,44.5,0.5,1.1,2.12
41.5,44.5,0.5,1.01,1.68
42.5,44.5,0.5,2.55,1.56
43.5,44.5,0.5,1.3,1.79
44.5,44.5,0.5,2.76,1.96
45.5,44.5,0.5,2.46,2.2
46.5,44.5,0.5,6.02,2.62
47.5,44.5,0.5,3.35,2.94
48.5,44.5,0.5,10.9,3.11
49.5,44.5,0.5,11.79,3.46
0.5,45.5,0.5,4.9,2.27
1.5,45.5,0.5,4.52,2.27
2.5,45.5,0.5,1.38,2.2
3.5,45.5,0.5,1.03,1.83
4.5,45.5,0.5,1.63,1.63
5.5,45.5,0.5,1.71,1.45
6.5,45.5,0.5,0.96,1.26
7.5,45.5,0.5,1.0,0.96
8.5,45.5,0.5,0.81,0.8
9.5,45.5,0.5,0.24,0.68
10.5,45.5,0.5,0.13,0.5
11.5,45.5,0.5,0.05,0.37
12.5,45.5,0.5,0.09,0.46
13.5,45.5,0.5,0.63,0.54
14.5,45.5,0.5,0.33,0.74
15.5,45.5,0.5,0.6,0.9
16.5,45.5,0.5,1.57,1.26
17.5,45.5,0.5,2.14,1.39
18.5,45.5,0.5,1.51,1.47
19.5,45.5,0.5,1.12,1.46
20.5,45.5,0.5,2.03,1.41
21.5,45.5,0.5,2.78,1.07
22.5,45.5,0.5,1.0,1.0
23.5,45.5,0.5,1.06,0.98
24.5,45.5,0.5,3.17,0.92
25.5,45.5,0.5,1.09,1.11
26.5,45.5,0.5,0.97,1.75
27.5,45.5,0.5,2.46,2.81
28.5,45.5,0.5,1.98,4.76
29.5,45.5,0.5,5.56,6.92
30.5,45.5,0.5,5.54,9.0
31.5,45.5,0.5,7.53,10.22
32.5,45.5,0.5,10.2,9.61
33.5,45.5,0.5,13.3,7.96
34.5,45.5,0.5,1.12,6.27
35.5,45.5,0.5,4.6,4.7
36.5,45.5,0.5,3.67,3.48
37.5,45.5,0.5,5.93,3.58
38.5,45.5,0.5,3.96,3.43
39.5,45.5,0.5,2.18,3.5
40.5,45.5,0.5,2.15,3.09
41.5,45.5,0.5,2.75,2.65
42.5,45.5,0.5,2.72,2.38
43.5,45.5,0.5,2.4,4.04
44.5,45.5,0.5,1.72,3.95
45.5,45.5,0.5,4.8,4.51
46.5,45.5,0.5,24.83,5.0
47.5,45.5,0.5,6.54,5.57
48.5,45.5,0.5,11.45,4.47
49.5,45.5,0.5,11.61,4.88
0.5,46.5,0.5,2.04,2.15
1.5,46.5,0.5,1.99,2.29
2.5,46.5,0.5,2.45,2.32
3.5,46.5,0.5,0.72,2.18
4.5,46.5,0.5,2.22,2.16
5.5,46.5,0.5,0.81,2.07
6.5,46.5,0.5,1.02,2.09
7.5,46.5,0.5,1.03,1.69
8.5,46.5,0.5,1.54,1.43
9.5,46.5,0.5,0.1,1.22
10.5,46.5,0.5,0.88,0.87
11.5,46.5,0.5,0.4,0.47
12.5,46.5,0.5,0.18,0.56
13.5,46.5,0.5,0.34,0.62
14.5,46.5,0.5,0.83,0.72
15.5,46.5,0.5,0.5,0.85
16.5,46.5,0.5,1.69,0.91
17.5,46.5,0.5,2.35,0.99
18.5,46.5,0.5,1.14,1.06
19.5,46.5,0.5,0.75,1.1
20.5,46.5,0.5,0.73,1.01
21.5,46.5,0.5,0.89,0.92
22.5,46.5,0.5,1.27,0.86
23.5,46.5,0.5,0.94,0.83
24.5,46.5,0.5,1.03,0.76
25.5,46.5,0.5,2.15,0.81
26.5,46.5,0.5,0.6,1.51
27.5,46.5,0.5,1.81,2.39
28.5,46.5,0.5,6.95,4.65
29.5,46.5,0.5,5.74,6.89
30.5,46.5,0.5,14.78,10.31
31.5,46.5,0.5,15.77,11.87
32.5,46.5,0.5,18.22,11.63
33.5,46.5,0.5,9.61,10.01
34.5,46.5,0.5,3.88,8.36
35.5,46.5,0.5,3.68,5.84
36.5,46.5,0.5,3.64,4.44
37.5,46.5,0.5,6.45,5.08
38.5,46.5,0.5,15.24,4.75
39.5,46.5,0.5,3.3,4.9
40.5,46.5,0.5,2.67,4.54
41.5,46.5,0.5,5.98,4.31
42.5,46.5,0.5,5.94,3.26
43.5,46.5,0.5,1.54,5.18
44.5,46.5,0.5,5.42,5.16
45.5,46.5,0.5,13.3,5.74
46.5,46.5,0.5,17.52,5.96
47.5,46.5,0.5,9.01,6.61
48.5,46.5,0.5,3.18,5.3
49.5,46.5,0.5,4.15,5.63
0.5,47.5,0.5,0.4,2.33
1.5,47.5,0.5,2.02,2.6
2.5,47.5,0.5,5.65,2.8
3.5,47.5,0.5,1.96,3.47
4.5,47.5,0.5,1.07,3.98
5.5,47.5,0.5,1.6,3.81
6.5,47.5,0.5,2.17,3.72
7.5,47.5,0.5,3.35,3.15
8.5,47.5,0.5,3.61,2.26
9.5,47.5,0.5,0.34,1.53
10.5,47.5,0.5,0.46,1.06
11.5,47.5,0.5,0.63,0.63
12.5,47.5,0.5,0.47,0.68
13.5,47.5,0.5,0.31,0.71
14.5,47.5,0.5,0.24,0.79
15.5,47.5,0.5,0.85,0.89
16.5,47.5,0.5,0.53,0.89
17.5,47.5,0.5,0.88,0.88
18.5,47.5,0.5,0.47,0.84
19.5,47.5,0.5,0.15,0.85
20.5,47.5,0.5,0.22,0.78
21.5,47.5,0.5,0.14,0.71
22.5,47.5,0.5,0.96,0.65
23.5,47.5,0.5,0.18,0.67
24.5,47.5,0.5,0.29,0.63
25.5,47.5,0.5,1.33,0.75
26.5,47.5,0.5,2.43,1.47
27.5,47.5,0.5,2.1,2.81
28.5,47.5,0.5,2.48,5.47
29.5,47.5,0.5,4.46,7.59
30.5,47.5,0.5,8.21,11.6
31.5,47.5,0.5,13.89,13.23
32.5,47.5,0.5,102.7,14.38
33.5,47.5,0.5,9.46,12.83
34.5,47.5,0.5,3.77,11.47
35.5,47.5,0.5,4.59,8.46
36.5,47.5,0.5,3.91,7.11
37.5,47.5,0.5,24.93,6.65
38.5,47.5,0.5,6.5,5.91
39.5,47.5,0.5,5.2,5.89
40.5,47.5,0.5,7.96,5.75
41.5,47.5,0.5,3.41,5.75
42.5,47.5,0.5,5.13,4.08
43.5,47.5,0.5,6.12,5.9
44.5,47.5,0.5,7.22,6.34
45.5,47.5,0.5,24.03,6.58
46.5,47.5,0.5,10.53,6.35
47.5,47.5,0.5,7.92,7.0
48.5,47.5,0.5,6.28,5.84
49.5,47.5,0.5,8.15,5.61
0.5,48.5,0.5,0.15,2.42
1.5,48.5,0.5,0.48,2.71
2.5,48.5,0.5,0.97,2.97
3.5,48.5,0.5,0.63,3.89
4.5,48.5,0.5,0.49,4.59
5.5,48.5,0.5,2.36,4.41
6.5,48.5,0.5,0.78,4.37
7.5,48.5,0.5,1.89,3.74
8.5,48.5,0.5,2.28,2.7
9.5,48.5,0.5,0.61,1.8
10.5,48.5,0.5,0.88,1.22
11.5,48.5,0.5,0.52,0.73
12.5,48.5,0.5,0.56,0.75
13.5,48.5,0.5,0.43,0.75
14.5,48.5,0.5,0.22,0.8
15.5,48.5,0.5,1.48,0.91
16.5,48.5,0.5,1.56,0.88
17.5,48.5,0.5,0.56,0.83
18.5,48.5,0.5,0.48,0.74
19.5,48.5,0.5,0.15,0.69
20.5,48.5,0.5,0.18,0.61
21.5,48.5,0.5,0.26,0.54
22.5,48.5,0.5,0.34,0.48
23.5,48.5,0.5,0.14,0.52
24.5,48.5,0.5,0.32,0.55
25.5,48.5,0.5,1.75,0.65
26.5,48.5,0.5,6.34,1.56
27.5,48.5,0.5,20.35,3.18
28.5,48.5,0.5,6.16,6.36
29.5,48.5,0.5,9.06,8.81
30.5,48.5,0.5,10.13,13.68
31.5,48.5,0.5,41.99,15.53
32.5,48.5,0.5,9.35,16.89
33.5,48.5,0.5,16.11,15.12
34.5,48.5,0.5,8.3,13.38
35.5,48.5,0.5,5.01,9.68
36.5,48.5,0.5,5.02,7.7
37.5,48.5,0.5,4.6,7.1
38.5,48.5,0.5,13.73,6.17
39.5,48.5,0.5,8.8,6.35
40.5,48.5,0.5,15.31,6.18
41.5,48.5,0.5,4.19,6.65
42.5,48.5,0.5,3.7,4.7
43.5,48.5,0.5,10.08,6.8
44.5,48.5,0.5,10.63,7.29
45.5,48.5,0.5,13.49,7.49
46.5,48.5,0.5,6.31,6.86
47.5,48.5,0.5,5.09,7.61
48.5,48.5,0.5,8.4,6.15
49.5,48.5,0.5,3.83,5.68
0.5,49.5,0.5,0.2,2.35
1.5,49.5,0.5,0.14,2.81
2.5,49.5,0.5,1.43,3.16
3.5,49.5,0.5,0.87,4.5
4.5,49.5,0.5,1.19,5.58
5.5,49.5,0.5,5.88,5.43
6.5,49.5,0.5,4.02,5.36
7.5,49.5,0.5,8.12,4.65
8.5,49.5,0.5,0.86,3.29
9.5,49.5,0.5,1.89,2.1
10.5,49.5,0.5,0.93,1.43
11.5,49.5,0.5,0.68,0.85
12.5,49.5,0.5,0.44,0.85
13.5,49.5,0.5,0.4,0.82
14.5,49.5,0.5,0.32,0.87
15.5,49.5,0.5,0.99,0.96
16.5,49.5,0.5,0.99,0.93
17.5,49.5,0.5,0.82,0.87
18.5,49.5,0.5,0.27,0.77
19.5,49.5,0.5,0.09,0.69
20.5,49.5,0.5,0.03,0.54
21.5,49.5,0.5,0.05,0.42
22.5,49.5,0.5,0.36,0.31
23.5,49.5,0.5,0.13,0.35
24.5,49.5,0.5,0.03,0.41
25.5,49.5,0.5,0.36,0.61
26.5,49.5,0.5,1.52,1.52
27.5,49.5,0.5,2.32,3.6
28.5,49.5,0.5,2.91,6.03
29.5,49.5,0.5,8.13,8.36
30.5,49.5,0.5,12.08,13.96
31.5,49.5,0.5,5.49,16.22
32.5,49.5,0.5,27.14,17.93
33.5,49.5,0.5,29.36,17.08
34.5,49.5,0.5,35.38,15.32
35.5,49.5,0.5,14.5,10.4
36.5,49.5,0.5,1.96,8.04
37.5,49.5,0.5,7.88,7.1
38.5,49.5,0.5,9.68,6.1
39.5,49.5,0.5,13.57,6.68
40.5,49.5,0.5,34.58,7.22
41.5,49.5,0.5,13.59,8.03
42.5,49.5,0.5,4.26,5.7
43.5,49.5,0.5,3.73,8.36
44.5,49.5,0.5,1.43,8.84
45.5,49.5,0.5,7.11,8.82
46.5,49.5,0.5,9.26,7.97
47.5,49.5,0.5,1.86,8.62
48.5,49.5,0.5,1.12,6.59
49.5,49.5,0.5,1.65,5.83
